<paladyn>#8056,4611686018478013482,1.37,1.12,1.56,1.67,5.720000000000001
Alice ❤#9033,4611686018479632974,0.87,1.00,1.45,1.67,4.99
<paladyn>#8056,4611686018478013482,1.37,1.12,1.56,1.67,5.720000000000001
Alice ❤#9033,4611686018479632974,0.87,1.00,1.45,1.67,4.99
ReapersStrike#0108,4611686018430991273,1.96,1.77,2.27,1.67,7.67
LiL__ChiLLa#5250,4611686018436855182,1.72,1.53,2.02,2.17,7.4399999999999995
Sierra#3605,4611686018460821429,0.58,0.73,0.91,0.49,2.71
Mallux#5493,4611686018464710984,2.06,1.92,2.70,3.18,9.86
